indx,N,Category,Start,Click,End,Descriptors,Des_1,Des_2,Des_3,Des_4,Des_5,Des_6
1450,1.0,R Unsucc Pass,31:51:17,31:53:17,31:54:17,,B3,d3,B1,f2,,
1451,2.0,R Unsucc Pass,32:18:12,32:20:12,32:21:12,,B6,f11,B3,b1,,
1452,1.0,R Shot On,32:40:07,32:42:07,32:43:07,,B6,c3,s17,,,
1453,1.0,L Shot Wide,32:41:19,32:43:19,32:44:19,,B6,d3,OT 8,Bloopers,,
1454,2.0,R Shot On,32:49:24,32:51:24,32:52:24,,B3,d3,s10,,,
1455,2.0,R Grounded Pass,33:12:17,33:14:17,33:15:17,,B1,h4,B3,f6,,
1456,3.0,R Grounded Pass,33:15:07,33:17:07,33:18:07,,B3,f6,B5,a4,,
1457,4.0,R Grounded Pass,33:16:06,33:18:06,33:19:06,,B5,a4,B3,f6,,
1458,5.0,R Grounded Pass,33:18:09,33:20:09,33:21:09,,B3,f6,B1,g4,,
1459,1.0,L Unsucc Pass,33:54:16,33:56:16,33:57:16,,B2,e10,B3,a6,,
1460,2.0,L Unsucc Pass,33:56:12,33:58:12,33:59:12,,B2,h8,B1,i6,,
1461,3.0,R Unsucc Pass,34:42:02,34:44:02,34:45:02,,B1,h9,B5,a7,,
1462,6.0,R Grounded Pass,34:52:05,34:54:05,34:55:05,,B6,g10,B3,g3,,
1463,7.0,R Grounded Pass,34:53:14,34:55:14,34:56:14,,B3,g3,B5,c2,,
1464,1.0,R Aerial Pass,34:56:10,34:58:10,34:59:10,,B5,d3,B3,g2,,
1465,3.0,L Unsucc Pass,35:01:04,35:03:04,35:04:04,,B3,f2,B5,d3,,
1466,8.0,R Grounded Pass,35:20:13,35:22:13,35:23:13,,B6,d7,B5,a4,,
1467,9.0,R Grounded Pass,35:22:17,35:24:17,35:25:17,,B5,c3,B3,f2,,
1468,2.0,L Shot Wide,35:24:04,35:26:04,35:27:04,,B3,f2,OT 6,,,
1469,10.0,R Grounded Pass,35:48:11,35:50:11,35:51:11,,B5,d5,B3,g5,,
1470,1.0,L Shot On,35:51:19,35:53:19,35:54:19,,B3,g2,s17,HLs,,
1471,11.0,R Grounded Pass,36:00:08,36:02:08,36:03:08,,B3,f3,B5,d2,,
1472,1.0,R Goal,36:01:06,36:03:06,36:04:06,,B5,d2,s16,Big Chance,Tap In,
1473,4.0,R Unsucc Pass,36:16:24,36:18:24,36:19:24,,B5,c9,B3,c5,,
1474,12.0,R Grounded Pass,36:29:16,36:31:16,36:32:16,,B1,f10,B3,b5,,
1475,13.0,R Grounded Pass,36:52:13,36:54:13,36:55:13,,B1,i9,B6,g11,,
1476,14.0,R Grounded Pass,36:54:01,36:56:01,36:57:01,,B6,g11,B1,i7,,
1477,3.0,L Shot Wide,36:57:17,36:59:17,37:00:17,,B1,i5,OT 3,,,
1478,15.0,R Grounded Pass,37:10:10,37:12:10,37:13:10,,B6,e11,B3,e8,,
1479,2.0,L Grounded Pass,37:12:21,37:14:21,37:15:21,,B3,e7,B1,f3,,
1480,16.0,R Grounded Pass,37:14:24,37:16:24,37:17:24,,B1,e3,B3,c3,,
1481,17.0,R Grounded Pass,37:16:05,37:18:05,37:19:05,,B3,c3,B1,e3,,
1482,3.0,R Shot On,37:17:24,37:19:24,37:20:24,,B1,e3,s16,Big Chance,,
1483,18.0,R Grounded Pass,37:41:06,37:43:06,37:44:06,,B1,c8,B5,a11,,
1484,19.0,R Grounded Pass,37:43:17,37:45:17,37:46:17,,B5,a11,B1,a7,,
1485,2.0,R Goal,37:53:15,37:55:15,37:56:15,,B3,e1,s22,Big Chance,,
1486,2.0,L Shot On,38:03:10,38:05:10,38:06:10,,B3,f2,s20,,,
1487,20.0,R Grounded Pass,38:24:03,38:26:03,38:27:03,,B6,a8,B3,a5,,
1488,21.0,R Grounded Pass,38:24:16,38:26:16,38:27:16,,B3,a4,B1,d4,,
1489,1.0,R Shot Wide,38:26:22,38:28:22,38:29:22,,B1,f3,OT 8,,,
1490,5.0,R Unsucc Pass,39:17:16,39:19:16,39:20:16,,B3,g2,B1,e3,,
1491,22.0,R Grounded Pass,39:30:08,39:32:08,39:33:08,,B1,a6,B5,b9,,
1492,6.0,R Unsucc Pass,39:35:09,39:37:09,39:38:09,,B5,a8,B1,a5,,
1493,3.0,R Goal,39:47:02,39:49:02,39:50:02,,B3,d2,s22,Big Chance,HLs,
1494,23.0,R Grounded Pass,40:00:07,40:02:07,40:03:07,,B6,b11,B3,a8,,
1495,24.0,R Grounded Pass,40:06:19,40:08:19,40:09:19,,B6,b11,B2,c11,,
1496,7.0,R Unsucc Pass,40:26:08,40:28:08,40:29:08,,B6,g11,B5,h5,,
1497,25.0,R Grounded Pass,40:55:13,40:57:13,40:58:13,,B3,e7,B1,a5,,
1498,26.0,R Grounded Pass,40:58:03,41:00:03,41:01:03,,B1,c2,B3,e2,,
1499,2.0,R Shot Wide,41:01:14,41:03:14,41:04:14,,B3,d2,OT 4,,,
1500,8.0,R Unsucc Pass,41:09:24,41:11:24,41:12:24,,B6,c11,B3,a10,,
1501,4.0,R Shot On,42:00:17,42:02:17,42:03:17,,B1,d3,s16,,,
1502,5.0,R Shot On,42:07:14,42:09:14,42:10:14,,B1,c2,s11,,,
1503,3.0,R Shot Wide,42:16:07,42:18:07,42:19:07,,B6,f7,OT 4,,,
1504,27.0,R Grounded Pass,42:26:22,42:28:22,42:29:22,,B1,d4,B3,f3,,
1505,1.0,L Goal,42:29:18,42:31:18,42:32:18,,B3,f2,s15,,,
1506,4.0,L Unsucc Pass,42:45:09,42:47:09,42:48:09,,B6,g8,B1,d6,,
1507,28.0,R Grounded Pass,43:03:17,43:05:17,43:06:17,,B6,e11,B3,a7,,
1508,3.0,L Grounded Pass,43:06:07,43:08:07,43:09:07,,B3,d4,B5,b2,,
1509,4.0,R Shot Wide,43:06:19,43:08:19,43:09:19,,B5,c2,OT 4,,,
1510,29.0,R Grounded Pass,43:30:01,43:32:01,43:33:01,,B5,a10,B6,e10,,
1511,30.0,R Grounded Pass,43:31:08,43:33:08,43:34:08,,B6,e10,B3,c8,,
1512,1.0,R Shot Post,43:36:23,43:38:23,43:39:23,,B3,e3,s18,,,
1513,9.0,R Unsucc Pass,43:39:02,43:41:02,43:42:02,,B3,d3,B2,f2,,
1514,31.0,R Grounded Pass,43:47:07,43:49:07,43:50:07,,B5,g10,B6,e10,,
1515,32.0,R Grounded Pass,43:49:03,43:51:03,43:52:03,,B6,g10,B3,i7,,
1516,33.0,R Grounded Pass,43:52:10,43:54:10,43:55:10,,B3,i6,B2,g2,,
1517,6.0,R Shot On,43:53:18,43:55:18,43:56:18,,B2,g2,s15,,,
1518,10.0,R Unsucc Pass,43:59:11,44:01:11,44:02:11,,B5,a8,B2,a5,,
1519,34.0,R Grounded Pass,44:03:21,44:05:21,44:06:21,,B6,a11,B5,a9,,
1520,35.0,R Grounded Pass,44:05:03,44:07:03,44:08:03,,B5,a9,B2,c7,,
1521,36.0,R Grounded Pass,44:08:11,44:10:11,44:11:11,,B2,c7,B3,h10,,
1522,37.0,R Grounded Pass,44:12:02,44:14:02,44:15:02,,B3,g11,B6,b10,,
1523,38.0,R Grounded Pass,44:17:04,44:19:04,44:20:04,,B6,b10,B5,b2,,
1524,5.0,R Shot Wide,44:17:17,44:19:17,44:20:17,,B5,b2,OT 8,,,
1525,39.0,R Grounded Pass,44:30:07,44:32:07,44:33:07,,B1,g11,B2,i7,,
1526,40.0,R Grounded Pass,44:33:13,44:35:13,44:36:13,,B2,f4,B5,c3,,
1527,4.0,R Goal,44:34:21,44:36:21,44:40:12,,B5,c4,s11,Counter Attack,,
1528,5.0,R Goal,44:49:22,44:51:22,44:52:22,,B2,e2,s11,Big Chance,Tap In,
1529,6.0,R Goal,45:13:13,45:15:13,45:17:04,,B6,d6,s10,Long Range,,
1530,4.0,L Grounded Pass,45:30:10,45:32:10,45:33:10,,B3,g7,B2,g3,,
1531,41.0,R Grounded Pass,45:31:17,45:33:17,45:34:17,,B2,g3,B3,h6,,
1532,11.0,R Unsucc Pass,45:38:19,45:40:19,45:41:19,,B3,d7,B5,c2,,
1533,42.0,R Grounded Pass,46:43:18,46:45:18,46:46:18,,B6,g11,B3,e5,,
1534,12.0,R Unsucc Pass,46:45:23,46:47:23,46:48:23,,B3,e7,B5,a4,,
1535,5.0,L Unsucc Pass,47:08:01,47:10:01,47:11:01,,B2,g5,B5,b3,,
1536,13.0,R Unsucc Pass,47:23:18,47:25:18,47:26:18,,B6,g11,B3,d2,,
1537,43.0,R Grounded Pass,47:49:20,47:51:20,47:52:20,,B3,b11,B6,e11,,
1538,44.0,R Grounded Pass,47:54:03,47:56:03,47:57:03,,B6,f10,B3,b9,,
1539,45.0,R Grounded Pass,47:57:05,47:59:05,48:00:05,,B3,d6,B5,b2,,
1540,6.0,R Shot Wide,47:58:16,48:00:16,48:01:16,,B5,c2,OT 2,,,
1541,14.0,R Unsucc Pass,48:23:06,48:25:06,48:26:06,,B5,c12,B2,h2,,
1542,46.0,R Grounded Pass,48:32:13,48:34:13,48:35:13,,B3,g1,B5,d3,,
1543,7.0,R Shot Wide,48:33:21,48:35:21,48:36:21,,B5,d3,OT 1,,,
1544,15.0,R Unsucc Pass,49:02:20,49:04:20,49:05:20,,B3,a8,B2,g3,,
1545,7.0,R Goal,49:11:07,49:13:07,49:14:07,,B3,c5,s16,,,
1546,3.0,L Shot On,49:25:05,49:27:05,49:28:05,,B3,e5,s10,,,
1547,5.0,L Grounded Pass,50:51:04,50:53:04,50:54:04,,B3,i6,B2,g2,,
1548,7.0,R Shot On,51:02:04,51:04:04,51:05:04,,B6,e6,s12,,,
1549,6.0,L Unsucc Pass,51:11:02,51:13:02,51:14:02,,B6,b5,B5,g12,,
1550,16.0,R Unsucc Pass,51:25:14,51:27:14,51:28:14,,B6,f9,B1,a7,,
1551,7.0,L Unsucc Pass,51:50:00,51:52:00,51:53:00,,B3,h1,B2,e3,,
1552,17.0,R Unsucc Pass,51:53:01,51:55:01,51:56:01,,B3,i3,B1,d5,,
1553,47.0,R Grounded Pass,52:12:00,52:14:00,52:15:00,,B6,f11,B3,i6,,
1554,18.0,R Unsucc Pass,53:59:20,54:01:20,54:02:20,,B1,h2,B6,e10,,
1555,19.0,R Unsucc Pass,54:15:01,54:17:01,54:18:09,,B6,g9,B1,f3,,
1556,48.0,R Grounded Pass,54:17:22,54:19:22,54:20:22,,B6,g6,B1,e3,,
1557,20.0,R Unsucc Pass,55:05:00,55:07:00,55:08:00,,B6,e5,B1,c3,,
1558,4.0,L Shot On,55:19:23,55:21:23,55:22:23,,B1,d3,s23,,,
1559,6.0,L Grounded Pass,55:33:00,55:35:00,55:36:00,,B2,h10,B6,g11,,
1560,49.0,R Grounded Pass,55:34:11,55:36:11,55:37:11,,B6,g11,B3,f8,,
1561,8.0,R Goal,55:38:20,55:40:20,55:41:20,,B3,e2,s18,Solo Goal,,
1562,4.0,L Shot Wide,55:55:24,55:57:24,55:58:24,,B3,f5,OT 1,,,
1563,2.0,L Goal,56:59:20,57:01:20,57:02:20,,B3,g7,s20,Long Range,,
1564,50.0,R Grounded Pass,57:22:00,57:24:00,57:25:00,,B3,g9,B2,c7,,
1565,21.0,R Unsucc Pass,57:22:19,57:24:19,57:25:19,,B2,d7,B3,i7,,
1566,22.0,R Unsucc Pass,57:25:16,57:27:16,57:28:16,,B6,e10,B2,b4,,
1567,51.0,R Grounded Pass,58:05:12,58:07:12,58:08:12,,B3,c10,B2,a7,,
1568,23.0,R Unsucc Pass,58:08:11,58:10:11,58:11:11,,B2,b7,B6,e10,,
1569,7.0,L Grounded Pass,58:26:00,58:28:00,58:29:00,,B3,b8,B2,b8,,
1570,8.0,L Grounded Pass,58:26:11,58:28:11,58:29:11,,B2,b8,B3,b8,,
1571,9.0,L Grounded Pass,58:36:09,58:38:09,58:39:09,,B3,a3,B1,i2,,
1572,5.0,L Shot Wide,59:04:11,59:06:11,59:07:11,,B1,i6,OT 6,,,
1573,9.0,R Goal,59:19:20,59:21:20,59:22:20,,B3,b3,s19,Solo Goal,,
1574,24.0,R Unsucc Pass,59:37:24,59:39:24,59:40:24,,B2,c10,B3,c7,,
1575,8.0,R Shot Wide,59:58:06,60:00:06,60:01:06,,B3,e7,OT 1,,,
1576,10.0,R Goal,60:09:07,60:11:07,60:12:07,,B3,a2,s13,,,
1577,52.0,R Grounded Pass,60:26:14,60:28:14,60:29:14,,B2,b5,B3,a3,,
1578,10.0,L Grounded Pass,60:28:10,60:30:10,60:31:10,,B3,a3,B1,d3,,
1579,8.0,R Shot On,60:29:17,60:31:17,60:32:17,,B1,d3,s16,,,
1580,9.0,R Shot Wide,60:31:15,60:33:15,60:34:15,,B5,g2,OT 8,Bloopers,,
1581,53.0,R Grounded Pass,61:17:22,61:19:22,61:20:22,,B6,g11,B3,h6,,
1582,54.0,R Grounded Pass,61:21:11,61:23:11,61:24:11,,B3,f5,B1,g2,,
1583,55.0,R Grounded Pass,61:22:17,61:24:17,61:25:17,,B1,f2,B5,b3,,
1584,10.0,R Shot Wide,61:25:00,61:27:00,61:28:00,,B5,b3,OT 1,,,
1585,56.0,R Grounded Pass,61:33:19,61:35:19,61:36:19,,B2,g10,B3,g9,,
1586,11.0,L Grounded Pass,61:49:08,61:51:08,61:52:08,,B2,f2,B5,d2,,
1587,11.0,R Shot Wide,61:49:19,61:51:19,61:52:19,,B5,d2,OT 5,,,
1588,57.0,R Grounded Pass,62:07:01,62:09:01,62:10:01,,B6,f12,B1,h7,,
1589,58.0,R Grounded Pass,62:09:22,62:11:22,62:12:22,,B1,g7,B6,c12,,
1590,59.0,R Grounded Pass,62:13:21,62:15:21,62:16:21,,B6,c12,B3,h11,,
1591,12.0,R Shot Wide,62:22:04,62:24:04,62:25:04,,B3,g1,OT 1,,,
1592,60.0,R Grounded Pass,62:43:13,62:45:13,62:46:13,,B1,i5,B3,c5,,
1593,61.0,R Grounded Pass,62:45:10,62:47:10,62:48:10,,B3,c5,B5,b3,,
1594,25.0,R Unsucc Pass,62:46:09,62:48:09,62:49:09,,B5,b2,B3,c3,,
1595,26.0,R Unsucc Pass,63:30:13,63:32:13,63:33:13,,B2,c7,B5,g2,,
1596,27.0,R Unsucc Pass,63:41:09,63:43:09,63:44:09,,B3,a3,B5,e4,,
1597,12.0,L Grounded Pass,63:44:23,63:46:23,63:47:23,,B2,d5,B3,a4,,
1598,1.0,R Aerial Pass,55:09:03,55:11:03,55:12:12,,B2,h9,TB,c2,Through Ball,
1599,1.0,R Goal,55:10:19,55:12:19,55:13:19,,TB,c2,s13,Big Chance,,
1600,1.0,R Grounded Pass,55:19:08,55:21:08,55:22:08,,TG,i10,G1,f9,,
1601,1.0,R Unsucc Pass,55:20:15,55:22:15,55:23:15,,G1,f9,TG,d10,,
1602,2.0,R Grounded Pass,55:45:21,55:47:21,55:48:21,,TG,f3,G1,e8,,
1603,3.0,R Grounded Pass,55:48:20,55:50:20,55:52:02,,G1,e8,TG,f11,Through Ball,
1604,4.0,R Grounded Pass,55:59:14,56:01:14,56:02:14,,TG,d9,G1,c10,,
1605,1.0,R Shot Wide,56:05:00,56:07:00,56:08:00,,G1,e10,OT 8,,,
1606,5.0,R Grounded Pass,56:20:00,56:22:00,56:23:00,,B4,d7,TB,e2,Through Ball,
1607,2.0,R Goal,56:21:06,56:23:06,56:24:06,,TB,e2,s20,,,
1608,6.0,R Grounded Pass,56:34:17,56:36:17,56:37:17,,B4,c9,TB,a4,,
1609,7.0,R Grounded Pass,56:36:16,56:38:16,56:39:16,,TB,a4,B4,a9,,
1610,8.0,R Grounded Pass,56:39:03,56:41:03,56:42:03,,B4,a9,B2,d9,,
1611,9.0,R Grounded Pass,56:41:02,56:43:02,56:44:02,,B2,g9,TB,b2,,
1612,10.0,R Grounded Pass,56:42:13,56:44:13,56:45:13,,TB,b2,B4,c4,,
1613,11.0,R Grounded Pass,56:43:12,56:45:12,56:46:12,,B4,c3,TB,b3,,
1614,1.0,L Grounded Pass,57:02:02,57:04:02,57:05:02,,TB,a9,B4,b10,,
1615,12.0,R Grounded Pass,57:06:08,57:08:08,57:09:08,,B4,b10,B2,i8,,
1616,2.0,R Aerial Pass,57:09:03,57:11:03,57:12:03,,B2,i8,TB,a6,,
1617,13.0,R Grounded Pass,57:13:15,57:15:15,57:16:15,,TB,a3,B4,d3,,
1618,1.0,R Shot On,57:18:03,57:20:03,57:21:03,,B4,d3,s16,,,
1619,2.0,R Unsucc Pass,57:49:01,57:51:01,57:52:01,,G1,g3,TG,c10,,
1620,2.0,L Grounded Pass,57:56:12,57:58:12,57:59:12,,B4,f9,TB,b4,,
1621,14.0,R Grounded Pass,57:59:00,58:01:00,58:02:00,,TB,b4,B4,g7,,
1622,2.0,R Shot On,58:03:11,58:05:11,58:06:11,,B4,f6,s21,,,
1623,15.0,R Grounded Pass,58:12:02,58:14:02,58:15:02,,G1,b4,TG,a8,,
1624,16.0,R Grounded Pass,58:25:21,58:27:21,58:28:21,,B4,e10,TB,c7,,
1625,17.0,R Grounded Pass,58:36:24,58:38:24,58:39:24,,G1,i4,TG,c11,Through Ball,
1626,18.0,R Grounded Pass,58:48:19,58:50:19,58:51:19,,B2,f10,B4,i8,,
1627,19.0,R Grounded Pass,58:50:21,58:52:21,58:53:21,,B4,i8,B2,f10,,
1628,3.0,R Unsucc Pass,58:53:23,58:55:23,58:56:23,,B2,f10,TB,f6,,
1629,20.0,R Grounded Pass,59:25:01,59:27:01,59:28:01,,B2,h12,TB,e11,,
1630,3.0,L Grounded Pass,59:28:14,59:30:14,59:31:14,,TB,e11,B2,i10,,
1631,1.0,L Unsucc Pass,59:31:22,59:33:22,59:34:22,,B2,i9,TB,i3,,
1632,21.0,R Grounded Pass,59:39:22,59:41:22,59:42:22,,G1,i5,TG,b10,,
1633,22.0,R Grounded Pass,59:59:19,60:01:19,60:02:19,,G1,e10,TG,c11,,
1634,3.0,R Goal,60:05:19,60:07:19,60:08:19,,TB,c2,s16,,,
1635,23.0,R Grounded Pass,60:12:01,60:14:01,60:15:01,,TG,d11,G1,f11,,
1636,4.0,R Goal,60:12:12,60:14:12,60:17:17,,G1,f11,s10,Big Chance,Tap In,
1637,24.0,R Grounded Pass,60:20:16,60:22:16,60:23:16,,TB,a3,B4,d4,,
1638,1.0,R Shot Post,60:23:02,60:25:02,60:26:02,,B4,d3,s6,HLs,,
1639,25.0,R Grounded Pass,60:23:13,60:25:13,60:26:13,,TG,i5,G1,i7,,
1640,26.0,R Grounded Pass,60:38:01,60:40:01,60:41:01,,TG,i8,G1,g8,,
1641,27.0,R Grounded Pass,60:38:22,60:40:22,60:41:22,,G1,g9,TG,c11,Through Ball,
1642,28.0,R Grounded Pass,60:43:19,60:45:19,60:46:19,,B4,c11,TB,c7,,
1643,29.0,R Grounded Pass,60:48:10,60:50:10,60:51:10,,TB,a8,B4,c8,,
1644,30.0,R Grounded Pass,60:49:12,60:51:12,60:52:12,,B4,c8,TB,g3,,
1645,5.0,R Goal,60:52:20,60:54:20,60:55:20,,TB,g3,s20,,,
1646,31.0,R Grounded Pass,61:04:23,61:06:23,61:07:23,,TG,g9,G1,b8,,
1647,3.0,R Shot On,61:11:02,61:13:02,61:14:02,,G1,b10,s15,,,
1648,32.0,R Grounded Pass,61:13:12,61:15:12,61:16:12,,TB,d6,B4,f6,,
1649,33.0,R Grounded Pass,61:14:19,61:16:19,61:17:19,,B4,f6,TB,c3,Through Ball,
1650,4.0,R Unsucc Pass,61:25:10,61:27:10,61:28:10,,B2,f10,B4,f6,,
1651,2.0,R Shot Post,61:26:23,61:28:23,61:29:23,,G1,e12,s18,,,
1652,1.0,Own Goal,61:30:07,61:32:07,61:33:07,,TB,e12,s21,,,
1653,34.0,R Grounded Pass,61:39:12,61:41:12,61:45:04,,B4,f9,TB,a4,Through Ball,
1654,3.0,R Shot Post,61:40:14,61:42:14,61:43:14,,TB,b3,s6,,,
1655,6.0,R Goal,61:54:12,61:56:12,61:57:12,,TB,e3,s20,,,
1656,35.0,R Grounded Pass,62:09:18,62:11:18,62:12:18,,TG,a8,G1,c9,,
1657,36.0,R Grounded Pass,62:11:20,62:13:20,62:15:04,,G1,f9,TG,d12,Through Ball,
1658,5.0,R Unsucc Pass,62:19:20,62:21:20,62:22:20,,B2,f10,TB,a9,,
1659,37.0,R Grounded Pass,62:30:19,62:32:19,62:33:19,,TB,a3,B4,e3,,
1660,7.0,R Goal,62:31:03,62:33:03,62:34:03,,B4,e3,s2,Big Chance,,
1661,38.0,R Grounded Pass,62:35:15,62:37:15,62:38:15,,G1,f4,TG,g2,,
1662,39.0,R Grounded Pass,62:36:04,62:38:04,62:39:04,,TG,g2,G1,f4,,
1663,40.0,R Grounded Pass,62:37:08,62:39:08,62:40:08,,G1,f4,TG,e2,,
1664,41.0,R Grounded Pass,62:38:03,62:40:03,62:41:03,,TG,f2,G1,g4,,
1665,42.0,R Grounded Pass,62:40:14,62:42:14,62:43:14,,G1,g4,TG,c6,,
1666,43.0,R Grounded Pass,62:43:11,62:45:11,62:46:11,,TG,c7,G1,f7,,
1667,44.0,R Grounded Pass,62:47:06,62:49:06,62:50:06,,G1,f7,TG,e11,Through Ball,
1668,4.0,L Grounded Pass,62:54:01,62:56:01,62:57:01,,TB,a9,B2,i9,,
1669,45.0,R Grounded Pass,62:59:24,63:01:24,63:02:24,,B2,i3,TB,c6,,
1670,6.0,R Unsucc Pass,63:12:04,63:14:04,63:15:04,,TG,b5,G1,a8,,
1671,46.0,R Grounded Pass,63:14:18,63:16:18,63:17:18,,B2,a8,TB,a4,,
1672,7.0,R Unsucc Pass,63:17:00,63:19:00,63:20:00,,TB,a3,B4,e3,,
1673,47.0,R Grounded Pass,63:19:16,63:21:16,63:22:16,,TG,c3,G1,e4,,
1674,2.0,R Shot Wide,63:21:23,63:23:23,63:24:23,,G1,e9,OT 7,,,
1675,8.0,R Unsucc Pass,63:30:18,63:32:18,63:33:18,,B4,i9,TB,d3,,
1676,48.0,R Grounded Pass,63:36:19,63:38:19,63:39:19,,G1,g9,TG,g12,,
1677,49.0,R Grounded Pass,63:44:20,63:46:20,63:47:20,,B4,g5,TB,f2,,
1678,5.0,L Grounded Pass,63:54:23,63:56:23,63:57:23,,TG,e3,G1,f5,,
1679,50.0,R Grounded Pass,63:55:18,63:57:18,63:58:18,,G1,f5,TG,c10,,
1680,51.0,R Grounded Pass,64:08:13,64:10:13,64:11:13,,B2,h10,TB,a9,,
1681,52.0,R Grounded Pass,64:12:13,64:14:13,64:15:13,,TB,a9,B2,i6,,
1682,9.0,R Unsucc Pass,64:17:03,64:19:03,64:20:03,,B2,g5,TB,f2,,
1683,53.0,R Grounded Pass,64:22:21,64:24:21,64:25:21,,G1,g11,TG,e10,,
1684,54.0,R Grounded Pass,64:38:24,64:40:24,64:41:24,,TG,e4,G1,h6,,
1685,6.0,L Grounded Pass,64:41:14,64:43:14,64:44:14,,G1,h6,TG,d8,,
1686,55.0,R Grounded Pass,64:48:23,64:50:23,64:51:23,,TB,a3,B4,f4,,
1687,3.0,R Shot Wide,64:50:08,64:52:08,64:53:08,,B4,f4,OT 6,Bloopers,,
1688,56.0,R Grounded Pass,65:09:14,65:11:14,65:12:14,,TG,a5,G1,f7,,
1689,10.0,R Unsucc Pass,65:18:20,65:20:20,65:21:20,,G1,f8,TG,c12,,
1690,57.0,R Grounded Pass,65:20:21,65:22:21,65:23:21,,B4,d10,B2,g7,,
1691,1.0,L Shot Wide,65:22:20,65:24:20,65:25:20,,B2,g6,OT 6,,,
1692,11.0,R Unsucc Pass,65:36:09,65:38:09,65:39:09,,G1,i9,TG,a9,,
1693,12.0,R Unsucc Pass,65:40:00,65:42:00,65:43:00,,B4,a10,TB,f3,,
1694,13.0,R Unsucc Pass,65:47:21,65:49:21,65:50:21,,TG,e9,G1,f12,,
1695,3.0,R Aerial Pass,66:10:23,66:12:23,66:13:23,,B4,b10,TB,g2,Through Ball,
1696,58.0,R Grounded Pass,66:24:07,66:26:07,66:27:07,,G1,f6,TG,g11,,
1697,59.0,R Grounded Pass,66:38:12,66:40:12,66:41:12,,TG,d10,G1,f11,,
1698,4.0,R Shot On,66:38:19,66:40:19,66:41:19,,G1,f11,s10,,,
1699,4.0,R Shot Wide,66:48:21,66:50:21,66:51:21,,G1,f7,OT 6,,,
1700,60.0,R Grounded Pass,67:12:14,67:14:14,67:15:14,,B4,a11,TB,i3,,
1701,1.0,R Goal,52:34:15,52:36:15,52:37:15,,G4,e10,s7,Big Chance,,
1702,1.0,L Grounded Pass,52:49:04,52:51:04,52:52:04,,TB,a3,B4,a6,,
1703,1.0,R Grounded Pass,52:50:14,52:52:14,52:53:14,,B4,a6,TB,a3,,
1704,2.0,R Grounded Pass,53:25:22,53:27:22,53:28:22,,TG,b3,G4,a5,,
1705,3.0,R Grounded Pass,53:28:04,53:30:04,53:31:04,,G4,a5,TG,a10,,
1706,4.0,R Grounded Pass,53:43:01,53:45:01,53:46:01,,G4,f5,G3,g11,,
1707,1.0,R Shot On,53:46:04,53:48:04,53:49:04,,G3,g11,s17,,,
1708,1.0,R Unsucc Pass,54:05:11,54:07:11,54:08:11,,B4,c10,TB,g2,,
1709,5.0,R Grounded Pass,54:07:10,54:09:10,54:10:10,,TG,c5,G3,f5,,
1710,6.0,R Grounded Pass,54:10:05,54:12:05,54:13:05,,G3,g7,G4,e9,,
1711,7.0,R Grounded Pass,54:41:12,54:43:12,54:44:12,,TB,c11,B4,a7,,
1712,8.0,R Grounded Pass,54:45:05,54:47:05,54:48:05,,B4,b7,TB,i2,,
1713,9.0,R Grounded Pass,54:48:23,54:50:23,54:51:23,,TB,i2,B4,f4,,
1714,10.0,R Grounded Pass,54:50:05,54:52:05,54:53:05,,B4,f4,TB,c2,Through Ball,
1715,2.0,L Grounded Pass,55:01:03,55:03:03,55:04:03,,B4,a5,TB,d4,,
1716,2.0,R Goal,55:06:14,55:08:14,55:09:14,,TB,f1,s11,Big Chance,Tap In,
1717,11.0,R Grounded Pass,55:20:24,55:22:24,55:23:24,,TG,i3,G3,h11,,
1718,3.0,R Goal,55:27:08,55:29:08,55:30:08,,TB,f3,s22,,,
1719,12.0,R Grounded Pass,55:39:04,55:41:04,55:42:04,,TG,b4,G4,a2,,
1720,13.0,R Grounded Pass,55:42:00,55:44:00,55:45:00,,G4,a2,TG,a7,,
1721,4.0,R Goal,55:51:01,55:53:01,55:56:04,,TB,f2,s14,Big Chance,Tap In,
1722,14.0,R Grounded Pass,56:02:07,56:04:07,56:05:07,,B4,b6,TB,b4,,
1723,5.0,R Goal,56:12:06,56:14:06,56:15:06,,TB,e1,s22,Big Chance,Tap In,
1724,15.0,R Grounded Pass,56:18:09,56:20:09,56:21:09,,TG,f2,G4,b2,,
1725,2.0,R Unsucc Pass,56:24:19,56:26:19,56:27:19,,G4,b2,TG,a11,,
1726,3.0,R Unsucc Pass,56:42:02,56:44:02,56:45:02,,G3,h6,TG,g8,,
1727,16.0,R Grounded Pass,57:04:18,57:06:18,57:07:18,,TG,a6,G4,a3,,
1728,4.0,R Unsucc Pass,57:05:22,57:07:22,57:08:22,,G4,a3,TG,a6,,
1729,17.0,R Grounded Pass,57:26:10,57:28:10,57:29:10,,G1,e2,G4,a4,,
1730,18.0,R Grounded Pass,57:28:04,57:30:04,57:31:04,,G4,a5,G3,h7,,
1731,1.0,R Shot Wide,57:30:19,57:32:19,57:33:19,,G3,g9,OT 6,,,
1732,19.0,R Grounded Pass,57:40:16,57:42:16,57:43:16,,TG,a8,G4,b4,,
1733,3.0,L Grounded Pass,57:43:02,57:45:02,57:46:02,,G4,b3,TG,b7,,
1734,5.0,R Unsucc Pass,57:49:18,57:51:18,57:52:18,,G3,i11,TG,e10,,
